20,35,10,15,5,10,5
45,30,10,10,0,0,5
45,30,10,10,0,0,5
20,35,10,15,5,10,5
20,35,10,15,5,10,5
13,40,8,19,5,10,5
20,35,10,15,5,10,5
10,45,10,15,5,10,5
40,35,10,10,0,0,5
